pl_name,hostname,ra,dec,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,sy_dist,sy_tmag,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_refname,disc_pubdate,disc_facility
WASP-39 b,WASP-39,217.3266477,-3.4444994,4.0552941,2455342.96913,2.8032,14.336311,89.31023,1166.0,0.04828,213.982,11.3763,5485.0,0.939,0.913,2011,Transit,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,2011-07,SuperWASP
