sector,filename,transit_events,n_points,transit_supported,delta_bic,timing_shift_hours,depth_ppm,formal_error_ppm,scatter_scaled_error_ppm,reduced_chi_square,beta,robust_error_ppm
51,tess2022112184951-s0051-0000000181949561-0223-s_lc.fits,4,1572,True,12394.69037,-0.3603564129,23024.91718,219.0383036,219.732469,1.006348345,1.885957709,414.4061437
